iter	Passed	Remaining
1661	166247	78922
1662	166343	78820
1663	166445	78721
1664	166544	78621
1665	166642	78519
1666	166741	78419
1667	166838	78318
1668	166935	78216
1669	167034	78116
1670	167136	78016
1671	167237	77917
1672	167337	77817
1673	167435	77716
1674	167540	77618
1675	167639	77518
1676	167738	77417
1677	167838	77317
1678	167936	77216
1679	168039	77118
1680	168138	77017
1681	168238	76917
1682	168335	76816
1683	168437	76716
1684	168540	76618
1685	168639	76517
1686	168738	76417
1687	168831	76314
1688	168926	76211
1689	169025	76111
1690	169122	76010
1691	169219	75908
1692	169318	75808
1693	169411	75705
1694	169513	75605
1695	169609	75504
1696	169705	75402
1697	169804	75301
1698	169907	75203
1699	170005	75102
1700	170105	75002
1701	170209	74904
1702	170312	74805
1703	170413	74705
1704	170510	74604
1705	170611	74504
1706	170692	74396
1707	170802	74301
1708	170902	74201
1709	171005	74102
1710	171113	74005
1711	171219	73908
1712	171333	73814
1713	171434	73714
1714	171544	73618
1715	171650	73521
1716	171759	73425
1717	171850	73321
1718	171953	73222
1719	172058	73125
1720	172165	73027
1721	172271	72930
1722	172377	72832
1723	172484	72735
1724	172579	72633
1725	172696	72540
1726	172804	72443
1727	172915	72348
1728	173021	72250
1729	173126	72152
1730	173248	72061
1731	173360	71966
1732	173469	71870
1733	173583	71775
1734	173685	71676
1735	173796	71581
1736	173901	71482
1737	174006	71384
1738	174139	71297
1739	174260	71206
1740	174369	71109
1741	174475	71012
1742	174583	70915
1743	174689	70817
1744	174795	70719
1745	174902	70622
1746	175002	70521
1747	175110	70424
1748	175224	70330
1749	175331	70232
1750	175449	70139
1751	175541	70036
1752	175645	69937
1753	175745	69837
1754	175855	69741
1755	175968	69646
1756	176084	69551
1757	176191	69454
1758	176296	69356
1759	176398	69256
1760	176494	69154
1761	176589	69052
1762	176677	68947
1763	176774	68845
1764	176869	68743
1765	176966	68642
1766	177060	68539
1767	177161	68439
1768	177260	68339
1769	177355	68236
1770	177452	68135
1771	177549	68034
1772	177646	67932
1773	177728	67825
1774	177832	67726
1775	177935	67627
1776	178032	67525
1777	178129	67424
1778	178229	67324
1779	178331	67224
1780	178429	67123
1781	178527	67023
1782	178625	66921
1783	178729	66823
1784	178825	66721
1785	178923	66620
1786	179021	66519
1787	179119	66418
1788	179216	66316
1789	179313	66215
1790	179416	66116
1791	179512	66014
1792	179608	65913
1793	179707	65812
1794	179805	65711
1795	179909	65612
1796	180006	65511
1797	180102	65409
1798	180199	65308
1799	180292	65205
1800	180392	65105
1801	180491	65005
1802	180589	64903
1803	180684	64801
1804	180782	64701
1805	180879	64599
1806	180977	64499
1807	181076	64398
1808	181172	64296
1809	181269	64195
1810	181369	64095
1811	181467	63994
1812	181565	63893
1813	181662	63792
1814	181763	63692
1815	181864	63592
1816	181970	63494
1817	182070	63394
1818	182173	63294
1819	182267	63192
1820	182377	63095
1821	182476	62995
1822	182579	62896
1823	182677	62795
1824	182773	62693
1825	182871	62592
1826	182968	62491
1827	183069	62391
1828	183171	62292
1829	183270	62191
1830	183367	62090
1831	183467	61990
1832	183562	61888
1833	183666	61789
1834	183765	61689
1835	183864	61588
1836	183963	61488
1837	184060	61386
1838	184153	61284
1839	184252	61183
1840	184358	61085
1841	184455	60984
1842	184554	60884
1843	184658	60785
1844	184755	60683
1845	184860	60585
1846	184953	60482
1847	185056	60383
1848	185163	60285
1849	185261	60184
1850	185366	60086
1851	185474	59988
1852	185583	59891
1853	185690	59793
1854	185817	59702
1855	185933	59607
1856	186041	59509
1857	186158	59414
1858	186273	59318
1859	186387	59222
1860	186500	59126
1861	186604	59027
1862	186711	58929
1863	186824	58833
1864	186932	58735
1865	187039	58637
1866	187157	58543
1867	187268	58446
1868	187375	58348
1869	187476	58247
1870	187582	58149
1871	187688	58051
1872	187792	57951
1873	187896	57852
1874	188002	57754
1875	188114	57657
1876	188218	57558
1877	188326	57460
1878	188430	57361
1879	188547	57266
1880	188653	57167
1881	188763	57070
1882	188869	56971
1883	188976	56873
1884	189084	56775
1885	189194	56678
1886	189300	56579
1887	189418	56484
1888	189523	56385
1889	189626	56285
1890	189735	56188
1891	189842	56089
1892	189948	55991
1893	190062	55894
1894	190167	55795
1895	190277	55698
1896	190384	55599
1897	190489	55500
1898	190602	55404
1899	190721	55309
1900	190843	55215
1901	190949	55116
1902	191055	55017
1903	191159	54918
1904	191269	54820
1905	191377	54722
1906	191484	54623
1907	191588	54524
1908	191703	54428
1909	191810	54329
1910	191916	54230
1911	192023	54132
1912	192127	54032
1913	192233	53933
1914	192338	53834
1915	192446	53736
1916	192558	53639
1917	192677	53543
1918	192785	53445
1919	192893	53346
1920	193000	53248
1921	193108	53149
1922	193219	53052
1923	193322	52952
1924	193428	52853
1925	193535	52754
1926	193641	52656
1927	193746	52556
1928	193860	52459
1929	193967	52361
1930	194075	52262
1931	194180	52163
1932	194291	52065
1933	194397	51966
1934	194497	51866
1935	194605	51767
1936	194721	51671
1937	194830	51572
1938	194934	51473
1939	195045	51375
1940	195156	51277
1941	195251	51175
1942	195349	51074
1943	195447	50973
1944	195547	50872
1945	195638	50769
1946	195738	50668
1947	195839	50568
1948	195941	50468
1949	196039	50367
1950	196144	50267
1951	196241	50166
1952	196339	50064
1953	196445	49965
1954	196545	49865
1955	196645	49764
1956	196747	49664
1957	196858	49566
1958	196956	49465
1959	197064	49366
1960	197163	49265
1961	197276	49168
1962	197374	49067
1963	197472	48965
1964	197579	48866
1965	197677	48765
1966	197776	48664
1967	197880	48565
1968	197980	48464
1969	198077	48363
1970	198179	48262
1971	198278	48161
1972	198375	48060
1973	198474	47959
1974	198582	47861
1975	198687	47761
1976	198787	47660
1977	198884	47559
1978	198983	47458
1979	199082	47357
1980	199185	47257
1981	199286	47157
1982	199393	47057
1983	199508	46960
1984	199603	46859
1985	199701	46757
1986	199792	46655
1987	199890	46553
1988	199988	46452
1989	200092	46353
1990	200192	46252
1991	200291	46151
1992	200395	46051
1993	200492	45950
1994	200586	45848
1995	200695	45749
1996	200795	45649
1997	200891	45547
1998	200989	45446
1999	201088	45345
2000	201188	45244
2001	201284	45143
2002	201382	45042
2003	201480	44940
2004	201572	44838
2005	201672	44737
2006	201778	44638
2007	201868	44535
2008	201966	44434
2009	202066	44334
2010	202164	44232
2011	202262	44131
2012	202363	44031
2013	202466	43931
2014	202563	43830
2015	202669	43730
2016	202767	43629
2017	202858	43527
2018	202958	43426
2019	203054	43324
2020	203153	43224
2021	203246	43122
2022	203351	43022
2023	203454	42922
2024	203550	42821
2025	203650	42720
2026	203750	42619
2027	203833	42515
2028	203928	42414
2029	204025	42312
2030	204125	42212
2031	204227	42111
2032	204325	42010
2033	204423	41909
2034	204523	41809
2035	204619	41707
2036	204719	41607
2037	204819	41506
2038	204912	41404
2039	205010	41303
2040	205111	41203
2041	205210	41102
2042	205306	41000
2043	205407	40900
2044	205496	40797
2045	205601	40698
2046	205704	40598
2047	205807	40498
2048	205905	40397
2049	206015	40298
2050	206115	40198
2051	206213	40097
2052	206313	39996
2053	206412	39895
2054	206510	39794
2055	206609	39693
2056	206708	39593
2057	206810	39493
2058	206910	39392
2059	207010	39291
2060	207116	39192
2061	207216	39091
2062	207315	38990
2063	207417	38890
2064	207513	38789
2065	207613	38688
2066	207714	38588
2067	207810	38487
2068	207910	38386
2069	208019	38287
2070	208118	38186
2071	208222	38086
2072	208321	37986
2073	208424	37886
2074	208526	37786
2075	208628	37685
2076	208728	37585
2077	208833	37485
2078	208937	37385
2079	209030	37283
2080	209134	37183
2081	209240	37084
2082	209349	36985
2083	209457	36886
2084	209556	36785
2085	209663	36686
2086	209761	36585
2087	209868	36485
2088	209968	36385
2089	210056	36282
2090	210159	36182
2091	210255	36081
2092	210362	35981
2093	210472	35882
2094	210569	35781
2095	210681	35683
2096	210779	35582
2097	210879	35481
2098	210979	35380
2099	211078	35280
2100	211180	35180
2101	211277	35078
2102	211378	34978
2103	211478	34877
2104	211577	34777
2105	211678	34676
2106	211782	34576
2107	211896	34478
2108	211996	34377
2109	212096	34277
2110	212196	34176
2111	212294	34075
2112	212404	33976
2113	212504	33875
2114	212603	33775
2115	212703	33674
2116	212803	33574
2117	212901	33473
2118	213010	33373
2119	213111	33273
2120	213212	33173
2121	213318	33073
2122	213417	32972
2123	213520	32872
2124	213619	32771
2125	213726	32672
2126	213830	32572
2127	213925	32470
2128	214024	32370
2129	214123	32269
2130	214222	32168
2131	214310	32066
2132	214415	31966
2133	214514	31865
2134	214613	31764
2135	214711	31663
2136	214812	31563
2137	214916	31463
2138	215015	31362
2139	215114	31261
2140	215213	31161
2141	215303	31059
2142	215418	30960
2143	215515	30859
2144	215614	30758
2145	215715	30658
2146	215818	30558
2147	215920	30458
2148	216012	30356
2149	216118	30256
2150	216222	30156
2151	216322	30055
2152	216423	29955
2153	216529	29855
2154	216635	29755
2155	216741	29656
2156	216838	29555
2157	216935	29454
2158	217033	29353
2159	217136	29253
2160	217236	29152
2161	217337	29052
2162	217429	28950
2163	217547	28852
2164	217645	28751
2165	217742	28650
2166	217841	28549
2167	217938	28448
2168	218039	28348
2169	218131	28246
2170	218243	28147
2171	218341	28046
2172	218439	27945
2173	218531	27844
2174	218632	27743
2175	218731	27642
2176	218814	27540
2177	218912	27439
2178	219012	27338
2179	219117	27238
2180	219216	27138
2181	219315	27037
2182	219421	26937
2183	219534	26838
2184	219638	26738
2185	219735	26637
2186	219839	26537
2187	219937	26436
2188	220035	26335
2189	220136	26235
2190	220236	26134
2191	220354	26036
2192	220460	25936
2193	220557	25835
2194	220656	25734
2195	220754	25634
2196	220853	25533
2197	220953	25432
2198	221055	25332
2199	221160	25232
2200	221261	25131
2201	221369	25032
2202	221469	24931
2203	221567	24830
2204	221667	24730
2205	221773	24630
2206	221869	24529
2207	221969	24428
2208	222067	24327
2209	222164	24227
2210	222267	24126
2211	222366	24026
2212	222469	23925
2213	222568	23825
2214	222654	23723
2215	222757	23622
2216	222861	23522
2217	222960	23421
2218	223056	23320
2219	223165	23221
2220	223272	23121
2221	223372	23020
2222	223454	22918
2223	223554	22817
2224	223653	22717
2225	223762	22617
2226	223866	22517
2227	223972	22417
2228	224071	22316
2229	224169	22215
2230	224272	22115
2231	224370	22014
2232	224467	21913
2233	224565	21813
2234	224667	21712
2235	224766	21612
2236	224857	21510
2237	224968	21411
2238	225066	21310
2239	225172	21210
2240	225275	21110
2241	225378	21009
2242	225482	20909
2243	225579	20808
2244	225678	20708
2245	225777	20607
2246	225898	20508
2247	226001	20408
2248	226097	20307
2249	226201	20207
2250	226306	20107
2251	226405	20006
2252	226506	19906
2253	226619	19806
2254	226707	19704
2255	226808	19604
2256	226915	19504
2257	227025	19404
2258	227122	19303
2259	227226	19203
2260	227316	19102
2261	227422	19002
2262	227529	18902
2263	227627	18801
2264	227731	18701
2265	227844	18601
2266	227949	18501
2267	228047	18400
2268	228147	18300
2269	228246	18199
2270	228352	18099
2271	228457	17999
2272	228555	17898
2273	228654	17797
2274	228762	17697
2275	228870	17597
2276	228963	17496
2277	229067	17396
2278	229166	17295
2279	229266	17194
2280	229372	17094
2281	229469	16994
2282	229572	16893
2283	229672	16793
2284	229772	16692
2285	229874	16591
2286	229980	16491
2287	230079	16391
2288	230176	16290
2289	230275	16189
2290	230382	16089
2291	230487	15989
2292	230589	15888
2293	230690	15788
2294	230795	15688
2295	230896	15587
2296	230997	15486
2297	231096	15386
2298	231190	15285
2299	231291	15184
2300	231383	15083
2301	231483	14983
2302	231585	14882
2303	231688	14782
2304	231786	14681
2305	231892	14581
2306	231999	14481
2307	232100	14380
2308	232204	14280
2309	232293	14178
2310	232394	14078
2311	232490	13977
2312	232589	13876
2313	232688	13776
2314	232788	13675
2315	232892	13575
2316	232989	13474
2317	233087	13373
2318	233184	13273
2319	233290	13172
2320	233393	13072
2321	233490	12971
2322	233589	12871
2323	233686	12770
2324	233782	12669
2325	233888	12569
2326	233995	12469
2327	234093	12368
2328	234209	12268
2329	234308	12167
2330	234417	12067
2331	234514	11967
2332	234614	11866
2333	234701	11765
2334	234806	11664
2335	234909	11564
2336	235007	11463
2337	235106	11363
2338	235206	11262
2339	235303	11161
2340	235404	11061
2341	235502	10960
2342	235598	10859
2343	235698	10759
2344	235797	10658
2345	235903	10558
2346	236004	10457
2347	236108	10357
2348	236206	10256
2349	236315	10156
2350	236411	10055
2351	236508	9955
2352	236606	9854
2353	236705	9753
2354	236809	9653
2355	236911	9552
2356	237009	9452
2357	237108	9351
2358	237215	9251
2359	237314	9150
2360	237431	9050
2361	237531	8950
2362	237639	8849
2363	237736	8749
2364	237842	8648
2365	237956	8548
2366	238062	8448
2367	238169	8347
2368	238279	8247
2369	238381	8147
2370	238480	8046
2371	238589	7946
2372	238690	7845
2373	238799	7745
2374	238898	7644
2375	238998	7544
2376	239099	7443
2377	239197	7342
2378	239297	7242
2379	239396	7141
2380	239493	7040
2381	239597	6940
2382	239696	6839
2383	239804	6739
2384	239908	6638
2385	240009	6538
2386	240111	6437
2387	240210	6337
2388	240307	6236
2389	240404	6135
2390	240507	6035
2391	240606	5934
2392	240714	5834
2393	240812	5733
2394	240911	5633
2395	241019	5532
2396	241118	5431
2397	241220	5331
2398	241346	5231
2399	241444	5130
2400	241541	5030
2401	241639	4929
2402	241736	4828
2403	241841	4728
2404	241952	4627
2405	242051	4527
2406	242150	4426
2407	242243	4325
2408	242349	4225
2409	242447	4124
2410	242549	4024
2411	242652	3923
2412	242750	3822
2413	242849	3722
2414	242943	3621
2415	243053	3521
2416	243161	3420
2417	243264	3319
2418	243361	3219
2419	243471	3118
2420	243572	3018
2421	243670	2917
2422	243767	2816
2423	243882	2716
2424	243982	2615
2425	244084	2515
2426	244184	2414
2427	244287	2314
2428	244386	2213
2429	244492	2112
2430	244599	2012
2431	244706	1911
2432	244820	1811
2433	244929	1710
2434	245035	1610
2435	245148	1509
2436	245256	1408
2437	245360	1308
2438	245476	1207
2439	245581	1107
2440	245687	1006
2441	245789	905
2442	245921	805
2443	246025	704
2444	246133	604
2445	246241	503
2446	246346	402
2447	246451	302
2448	246556	201
2449	246662	100
2450	246771	0
