iter	Logloss
1925	0.04917158042
1930	0.04914327194
1935	0.04911265542
1940	0.04907686016
1945	0.04904437091
1950	0.04901527802
1955	0.04899222219
1960	0.04896671458
1965	0.04893607341
1970	0.04890016316
1975	0.04887262266
1980	0.04883816213
1985	0.04881393996
1990	0.04877659231
1995	0.04875381986
2000	0.0487171252
2005	0.04869498931
2010	0.04866508326
2015	0.04863353448
2020	0.04860399806
2025	0.04858263014
2030	0.04855811228
2035	0.04852423081
2040	0.04849041094
2045	0.04846252136
2050	0.04844016781
2055	0.04840391258
2060	0.04837142744
2065	0.04833736938
2070	0.04830381645
2075	0.04827742587
2080	0.04825669041
2085	0.04823241896
2090	0.04819943278
2095	0.04816838504
2100	0.04812734944
2105	0.04809820727
2110	0.04806249826
2115	0.04803671549
2120	0.04801157749
2125	0.0479829035
2130	0.0479528414
2135	0.04792732146
2140	0.04790619175
2145	0.04788523041
2150	0.04786232654
2155	0.04783911876
2160	0.04781392327
2165	0.04778927809
2170	0.04776639475
2175	0.04774030808
2180	0.04771825843
2185	0.04769551883
2190	0.04766335402
2195	0.04763752607
2200	0.04761787893
2205	0.04759364033
2210	0.04756793148
2215	0.0475434013
2220	0.0475128587
2225	0.04748258714
2230	0.04745997896
2235	0.04743141996
2240	0.04740596985
2245	0.04738452801
2250	0.04736807599
2255	0.04734190718
2260	0.04732513482
2265	0.04729848551
2270	0.04727547075
2275	0.04725224654
2280	0.04722383128
2285	0.04719376097
2290	0.04716851209
2295	0.04713226918
2300	0.04710595663
2305	0.04708893786
2310	0.04705292083
2315	0.04701658347
2320	0.04699152351
2325	0.04696933422
2330	0.04694170748
2335	0.04691533332
2340	0.04687978447
2345	0.0468544822
2350	0.04682422297
2355	0.04679156534
2360	0.04676778671
2365	0.04673430771
2370	0.0467158187
2375	0.04669205239
2380	0.04665931673
2385	0.04662985012
2390	0.04660154574
2395	0.04657352064
2400	0.04654863726
2405	0.04652089963
2410	0.04649558094
2415	0.0464729399
2420	0.04643984284
2425	0.04641225306
2430	0.04638271252
2435	0.04634637927
2440	0.04632262117
2445	0.04629637843
2450	0.04626323209
